stage,validation_level,optimism_correction_method,dataset,model_class,model_family,model_id,strategy_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,anchor_horizon_year,tail_extrapolation_capable_flag,extrapolation_role,horizon_id,horizon_year,horizon_label,interpretation_tier,primary_supported_flag,interpretation_note,calibration_target,mean_calibration_reference,mean_predicted_risk,mean_calibration_difference,calibration_intercept_offset,calibration_intercept_free,calibration_slope,calibration_known_n,calibration_case_weight,calibration_nonevent_weight,binary_outcome_support_flag,calibration_minimum_n_flag,calibration_support_flag,calibration_fit_success_flag,calibration_offset_converged_flag,calibration_slope_converged_flag,calibration_offset_boundary_flag,calibration_slope_boundary_flag,calibration_regression_suppressed_flag,observed_case_support_flag,observed_nonevent_support_flag,observed_horizon_information_flag,partial_binary_outcome_support_flag,beyond_last_event_flag,beyond_last_followup_flag,descriptive_projection_flag,horizon_data_status,descriptive_value_status,calibration_failure_reason,calibration_offset_message,calibration_slope_message
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__site_added__loglogistic,loglogistic,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3030416811896032,-0.02881564703356465,0.05578460986755304,1.7653498655925155,2.6580712712445314,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__site_added__loglogistic,loglogistic,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.326725592012136,-0.0524995578560975,-0.07490845791961143,1.1334099809133749,2.348491844020418,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__site_added__loglogistic,loglogistic,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.34798047041059027,0.0026428233079705543,0.20300079695276346,0.8099237581330355,1.7353035872848235,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__site_added__loglogistic,loglogistic,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.36724864142794095,-0.016625347709380123,0.08047941021320937,0.10778940797079048,1.0393156878320815,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__site_added__loglogistic,loglogistic,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.384858113156763,-0.03423481943820217,0.08499632337690577,6.320450416179813,9.235414572055177,51,91.77196725951072,169.63919312739552,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.11181602177319805,-0.02029586094137037,-0.16234398645903445,-0.03559502047848439,1.0621555563707545,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.1680369666289691,-0.01460976126205421,0.0858755409473946,5.1775441865097,3.899676111466431,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.20822582184172164,-0.009429923068057539,0.13728007643286175,4.933899648984135,4.147021617975347,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.23993097292039975,-0.027194709748108975,0.033109156185273894,4.366644384052264,4.234469374701593,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.26624944698294467,-0.027115780406174628,0.03582118366235017,3.5081559973681293,3.9123756741431435,110,62.64709997144594,198.76406041546034,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2888006257739677,-0.014574591617929178,0.09151204448308356,2.615317756610739,3.3667556956083593,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.30855113706512216,-0.03432510290908364,-0.01771300857401191,1.9190970962830698,3.0308567142569993,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3261293315759358,0.024493962142625003,0.262629175940948,1.1253575599274985,1.9793254904460211,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.34196893883631807,0.008654354882242754,0.18246541953050352,0.794210800619941,1.76590546489138,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__site_added__lognormal,lognormal,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.35638305636819195,-0.005759762649631128,NA,NA,NA,51,91.77196725951072,169.63919312739552,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,slope_boundary,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.10570056045983091,-0.014180399628003229,-0.08363206111935818,-0.07439189821984764,1.004373819310796,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.16508550462654736,-0.011658299259632465,0.15143791195258133,4.396660025012245,3.334286426434317,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.21188059651626856,-0.013084697742604456,0.1753469501036902,3.74413493305855,3.2800884129652785,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.25128825716640724,-0.03855199399411646,0.0385761037768409,2.8930390516490867,3.1142163933444875,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2855951644483354,-0.04646149787156534,0.007854277205831128,1.9245993025202166,2.637844627327319,110,62.64709997144594,198.76406041546034,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.31608083724549363,-0.041854803089455106,0.03704233195453457,1.3257196580571842,2.261181319005327,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3435576197861943,-0.06933158563015579,-0.10872540076535772,0.723077628616416,1.9542067150501625,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.36858365493638223,-0.017960361217821408,0.1679627371725106,0.5944980678703725,1.531662108932655,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.391563864523259,-0.04094057080469815,0.01408001283243512,-0.09625053898769427,0.8257165802596274,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,weibull,merged__site_added__weibull,weibull,merged__site_added,site_added,Site-added,site_adjusted,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.4128039471405174,-0.062180653421956555,0.023958525591596284,3.4538390901125595,5.802916468140766,51,91.77196725951072,169.63919312739552,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.0937167801994876,-0.002196619367659927,0.03944796456769619,0.07559991700468671,1.0161958346326805,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.1616652010368114,-0.008237995669896497,0.1600704493925532,3.6774661731770597,2.963291178378297,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.21908934379631725,-0.02029344502265315,0.12012531524453564,2.4122201393043743,2.556200596531219,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2366572918769816,-0.023921028704690817,0.1120492197883939,2.1195629462729784,2.4482950999965714,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.26977230922297707,-0.030638642646207026,0.08452634285687675,1.8709090426645303,2.462429550585937,110,62.64709997144594,198.76406041546034,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.31077841764137204,-0.03655238348533352,0.04274833102643062,1.1261968524961026,2.0781431809756943,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.31077841764137204,-0.03655238348533352,0.02164555848541818,0.8735605785188681,1.8676607077420655,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.39593380309883314,-0.04531050938027231,0.015494493792238079,0.11427542394550821,1.1555160859879052,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.39593380309883314,-0.04531050938027231,0.004520787781207995,0.07447413540370784,1.111734973769438,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__site_interaction__coxph,coxph,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,0,observed_window_comparator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.39593380309883314,-0.04531050938027231,0.09932440283478157,2.4009467496240995,3.9676023413505295,51,91.77196725951072,169.63919312739552,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__site_interaction__exponential,exponential,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.08213783115762537,0.009382329674202314,0.22843369533729566,-0.3496708305174863,0.757456290509466,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__site_interaction__exponential,exponential,merged__site_interaction,site_interaction,Site + interaction,site_adjusted,age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.15343553173658256,-8.326369667660538e-6,0.34807468378789647,2.9904458161865373,2.3263375935190322,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
